catalogNumber,phylum,class,order,suborder,superfamily,family,subfamily,genus,acceptedNameUsage,Occurrence,speciesA,speciesB,country,countryCode,locationRemarks,locality,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,hostPlantFamily,hostPlantLatinName,hostPlantVernacularName,sourceCategory,ownerInstitutionCode,locationAccordingTo,dateIdentified,page,eventDate,eventDate,associatedReferences
NS1459,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Dobanovci,10000,44.8239,20.2144,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1460,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Dobanovci,10000,44.8239,20.2144,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1461,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Dolac,10000,43.2958,22.2053,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1462,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Donja Omasnica,10000,43.5336,21.1371,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1463,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Donja Omasnica,10000,43.5336,21.1371,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1464,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Glavinci,10000,43.9225,21.2415,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1465,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Golubac,10000,44.6509,21.6308,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1466,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Golubac,10000,44.6509,21.6308,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1467,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Grocka,10000,44.6893,20.7007,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1468,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Grocka,10000,44.6893,20.7007,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1469,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Ilinci,10000,45.1114,19.1212,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1470,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Ilinci,10000,45.1114,19.1212,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1471,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Ilinci,10000,45.1114,19.1212,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1472,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Ilinci,10000,45.1114,19.1212,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1473,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Kelebija,10000,46.15,19.5864,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1474,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Klokocevac,10000,44.3481,22.1793,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1475,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Knjazevac,10000,43.5552,22.2444,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1476,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Kondil (mountain),10000,43.5943,22.0756,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1477,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,As Gora,Kurjakovac,10000,45.1583,19.9167,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1478,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Kursumlija,10000,43.1393,21.2778,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1479,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Locika,10000,43.8608,21.1981,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1480,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Mali Zam,10000,45.2353,21.3279,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1481,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Milutovac,10000,43.6618,21.1298,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1482,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Milutovac,10000,43.6618,21.1298,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1483,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Obedska bara,10000,44.7363,19.9877,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1484,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Obedska bara,10000,44.7363,19.9877,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1485,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Obedska bara,10000,44.7363,19.9877,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1486,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Oparic,10000,43.7445,21.1108,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1487,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Radmilovac,10000,44.7542,20.5776,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1488,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Rataje,10000,43.4718,21.1107,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
NS1489,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not genotyped,not genotyped,Serbia,RS,,Ruma ulaz,10000,45.0094,19.8606,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jerinic-Prodanovic D (2013) Rasprostranjenost, biologija i stetnost sljivine lisne buve - Cacopsylla pruni (Scopoli, 1763) (Hemiptera, Psylloidea) u Srbiji. [Distribution, biology and harmfulness of plum psylla Cacopsylla pruni (Scopoli, 1763)(Hemiptera, Psylloidea) in Serbia]. Biljni Lekar (Plant Doctor) 41: 411-419",2013,,2013,2013,https://scindeks-clanci.ceon.rs/data/pdf/0354-6160/2013/0354-61601305573J.pdf
